AIS,Ano,Data,Hora,Dia da Semana,Gênero da Vítima,Idade da Vítima,Escolaridade da Vítima,Raça da Vítima
AIS 02,2021,17/10/2021,12,Domingo,Feminino,26,Ensino Fundamental Incompleto,Parda
AIS 09,2021,17/10/2021,12,Domingo,Feminino,27,Ensino Médio Incompleto,Não Informada
AIS 21,2021,17/10/2021,12,Domingo,Feminino,31,Ensino Fundamental Incompleto,Não Informada
AIS 25,2021,17/10/2021,14,Domingo,Feminino,26,Alfabetizado,Parda
AIS Não Identificada (Fortaleza),2021,17/10/2021,14,Domingo,Feminino,47,Ensino Médio Incompleto,Não Informada
AIS 14,2021,17/10/2021,14,Domingo,Feminino,35,Alfabetizado,Não Informada
AIS 21,2021,17/10/2021,15,Domingo,Feminino,55,Ensino Fundamental Incompleto,Parda
AIS 14,2021,17/10/2021,15,Domingo,Feminino,48,Ensino Fundamental Incompleto,Não Informada
AIS Não Identificada (Fortaleza),2021,17/10/2021,15,Domingo,Feminino,25,Não Infomada,Não Informada
AIS 03,2021,17/10/2021,15,Domingo,Feminino,23,Ensino Fundamental Completo,Branca
AIS 17,2021,17/10/2021,15,Domingo,Feminino,89,Não Alfabetizado,Não Informada
AIS 11,2021,17/10/2021,16,Domingo,Feminino,45,Alfabetizado,Não Informada
AIS 06,2021,17/10/2021,16,Domingo,Feminino,25,Ensino Médio Incompleto,Não Informada
AIS 14,2021,17/10/2021,16,Domingo,Feminino,36,Alfabetizado,Não Informada
AIS 21,2021,17/10/2021,17,Domingo,Feminino,12,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,17/10/2021,17,Domingo,Feminino,22,Ensino Médio Completo,Não Informada
AIS 06,2021,17/10/2021,17,Domingo,Feminino,47,Ensino Fundamental Completo,Não Informada
AIS 03,2021,17/10/2021,18,Domingo,Feminino,27,Ensino Médio Completo,Parda
AIS 05,2021,17/10/2021,18,Domingo,Feminino,27,Não Infomada,Não Informada
AIS 20,2021,17/10/2021,18,Domingo,Feminino,59,Alfabetizado,Não Informada
AIS 11,2021,17/10/2021,18,Domingo,Feminino,60,Alfabetizado,Não Informada
AIS 02,2021,17/10/2021,18,Domingo,Feminino,34,Ensino Médio Completo,Não Informada
AIS 14,2021,17/10/2021,18,Domingo,Feminino,42,Superior Completo,Parda
AIS Não Identificada (Fortaleza),2021,17/10/2021,18,Domingo,Feminino,45,Ensino Médio Incompleto,Não Informada
AIS 14,2021,17/10/2021,18,Domingo,Feminino,73,Ensino Fundamental Completo,Parda
AIS 21,2021,17/10/2021,18,Domingo,Feminino,38,Alfabetizado,Não Informada
AIS 11,2021,17/10/2021,19,Domingo,Feminino,14,Não Alfabetizado,Branca
AIS 05,2021,17/10/2021,19,Domingo,Feminino,17,Não Infomada,Não Informada
AIS 21,2021,17/10/2021,19,Domingo,Feminino,22,Ensino Médio Incompleto,Não Informada
AIS 15,2021,17/10/2021,19,Domingo,Feminino,40,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,17/10/2021,19,Domingo,Feminino,49,Não Alfabetizado,Não Informada
AIS 19,2021,17/10/2021,20,Domingo,Feminino,13,Ensino Fundamental Incompleto,Parda
AIS 14,2021,17/10/2021,20,Domingo,Feminino,20,Alfabetizado,Não Informada
AIS 19,2021,17/10/2021,20,Domingo,Feminino,23,Ensino Fundamental Completo,Não Informada
AIS 20,2021,17/10/2021,20,Domingo,Feminino,33,Ensino Fundamental Completo,Não Informada
AIS 03,2021,17/10/2021,20,Domingo,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 20,2021,17/10/2021,20,Domingo,Feminino,46,Ensino Fundamental Incompleto,Não Informada
AIS 17,2021,17/10/2021,20,Domingo,Feminino,27,Alfabetizado,Não Informada
AIS 13,2021,17/10/2021,20,Domingo,Feminino,33,Superior Completo,Não Informada
AIS 14,2021,17/10/2021,21,Domingo,Feminino,24,Ensino Médio Incompleto,Parda
AIS 05,2021,17/10/2021,21,Domingo,Feminino,29,Ensino Médio Completo,Não Informada
AIS 25,2021,17/10/2021,21,Domingo,Feminino,45,Alfabetizado,Não Informada
AIS 21,2021,17/10/2021,21,Domingo,Feminino,51,Ensino Fundamental Completo,Não Informada
AIS 21,2021,17/10/2021,21,Domingo,Feminino,27,Ensino Médio Completo,Não Informada
AIS 19,2021,17/10/2021,21,Domingo,Feminino,34,Alfabetizado,Não Informada
AIS 01,2021,17/10/2021,21,Domingo,Feminino,51,Ensino Médio Completo,Não Informada
AIS 14,2021,17/10/2021,22,Domingo,Feminino,30,Alfabetizado,Não Informada
AIS 09,2021,17/10/2021,22,Domingo,Feminino,36,Ensino Fundamental Completo,Parda
AIS 20,2021,17/10/2021,22,Domingo,Feminino,68,Alfabetizado,Não Informada
AIS 15,2021,17/10/2021,23,Domingo,Feminino,44,Ensino Médio Completo,Não Informada
AIS 12,2021,17/10/2021,23,Domingo,Feminino,31,Não Alfabetizado,Não Informada
AIS 14,2021,18/10/2021,0,Segunda,Feminino,29,Alfabetizado,Parda
AIS 06,2021,18/10/2021,0,Segunda,Feminino,51,Ensino Médio Completo,Não Informada
AIS 13,2021,18/10/2021,0,Segunda,Feminino,31,Ensino Fundamental Completo,Não Informada
AIS 17,2021,18/10/2021,0,Segunda,Feminino,34,Ensino Médio Incompleto,Parda
AIS 09,2021,18/10/2021,3,Segunda,Feminino,19,Alfabetizado,Não Informada
AIS 17,2021,18/10/2021,3,Segunda,Feminino,24,Ensino Médio Completo,Não Informada
AIS 18,2021,18/10/2021,4,Segunda,Feminino,20,Ensino Médio Completo,Não Informada
AIS 06,2021,18/10/2021,4,Segunda,Feminino,36,Ensino Fundamental Completo,Não Informada
AIS 05,2021,18/10/2021,6,Segunda,Feminino,52,Alfabetizado,Preta
AIS 03,2021,18/10/2021,6,Segunda,Feminino,34,Superior Completo,Não Informada
AIS 15,2021,18/10/2021,6,Segunda,Feminino,55,Alfabetizado,Parda
AIS 09,2021,18/10/2021,7,Segunda,Feminino,47,Superior Completo,Não Informada
AIS 11,2021,18/10/2021,8,Segunda,Feminino,40,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,18/10/2021,9,Segunda,Feminino,18,Alfabetizado,Não Informada
AIS 02,2021,18/10/2021,9,Segunda,Feminino,23,Alfabetizado,Não Informada
AIS 18,2021,18/10/2021,9,Segunda,Feminino,40,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,18/10/2021,9,Segunda,Feminino,45,Alfabetizado,Não Informada
AIS 19,2021,18/10/2021,9,Segunda,Feminino,51,Ensino Médio Completo,Branca
AIS 12,2021,18/10/2021,9,Segunda,Feminino,36,Ensino Fundamental Completo,Não Informada
AIS 02,2021,18/10/2021,10,Segunda,Feminino,27,Alfabetizado,Não Informada
AIS 16,2021,18/10/2021,10,Segunda,Feminino,52,Ensino Médio Completo,Não Informada
AIS 17,2021,18/10/2021,11,Segunda,Feminino,41,Alfabetizado,Não Informada
AIS 14,2021,18/10/2021,11,Segunda,Feminino,21,Ensino Médio Completo,Não Informada
AIS 18,2021,18/10/2021,12,Segunda,Feminino,31,Ensino Fundamental Incompleto,Branca
AIS 14,2021,18/10/2021,12,Segunda,Feminino,33,Ensino Médio Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,18/10/2021,12,Segunda,Feminino,34,Ensino Fundamental Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,18/10/2021,13,Segunda,Feminino,21,Alfabetizado,Não Informada
AIS 11,2021,18/10/2021,14,Segunda,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,18/10/2021,14,Segunda,Feminino,58,Não Alfabetizado,Não Informada
AIS 17,2021,18/10/2021,15,Segunda,Feminino,14,Ensino Médio Incompleto,Parda
AIS 23,2021,18/10/2021,15,Segunda,Feminino,54,Alfabetizado,Não Informada
AIS 22,2021,18/10/2021,15,Segunda,Feminino,25,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,18/10/2021,16,Segunda,Feminino,12,Ensino Fundamental Incompleto,Não Informada
AIS 16,2021,18/10/2021,16,Segunda,Feminino,21,Ensino Médio Incompleto,Não Informada
AIS 16,2021,18/10/2021,16,Segunda,Feminino,49,Alfabetizado,Parda
AIS 14,2021,18/10/2021,16,Segunda,Feminino,38,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,18/10/2021,17,Segunda,Feminino,28,Alfabetizado,Parda
AIS 21,2021,18/10/2021,17,Segunda,Feminino,32,Ensino Médio Completo,Branca
AIS 19,2021,18/10/2021,18,Segunda,Feminino,Não Informada,Alfabetizado,Não Informada
AIS 18,2021,18/10/2021,18,Segunda,Feminino,35,Ensino Fundamental Completo,Não Informada
AIS 24,2021,18/10/2021,18,Segunda,Feminino,38,Ensino Médio Completo,Não Informada
AIS 14,2021,18/10/2021,18,Segunda,Feminino,74,Alfabetizado,Não Informada
AIS 19,2021,18/10/2021,18,Segunda,Feminino,28,Ensino Fundamental Incompleto,Parda
AIS 03,2021,18/10/2021,19,Segunda,Feminino,28,Ensino Fundamental Completo,Não Informada
AIS 19,2021,18/10/2021,19,Segunda,Feminino,22,Superior Completo,Branca
AIS 14,2021,18/10/2021,19,Segunda,Feminino,37,Alfabetizado,Parda
AIS 08,2021,18/10/2021,19,Segunda,Feminino,45,Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,18/10/2021,19,Segunda,Feminino,46,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,18/10/2021,19,Segunda,Feminino,47,Alfabetizado,Não Informada
AIS 08,2021,18/10/2021,20,Segunda,Feminino,39,Alfabetizado,Não Informada
AIS 04,2021,18/10/2021,21,Segunda,Feminino,22,Não Infomada,Não Informada
AIS 20,2021,18/10/2021,21,Segunda,Feminino,39,Alfabetizado,Não Informada
AIS 14,2021,18/10/2021,21,Segunda,Feminino,31,Ensino Médio Incompleto,Não Informada
AIS 11,2021,18/10/2021,21,Segunda,Feminino,98,Não Alfabetizado,Parda
AIS 12,2021,18/10/2021,22,Segunda,Feminino,34,Alfabetizado,Parda
AIS 25,2021,19/10/2021,2,Terça,Feminino,37,Ensino Fundamental Completo,Parda
AIS 14,2021,19/10/2021,6,Terça,Feminino,24,Não Infomada,Não Informada
AIS 02,2021,19/10/2021,6,Terça,Feminino,29,Ensino Médio Completo,Parda
AIS 09,2021,19/10/2021,8,Terça,Feminino,43,Superior Completo,Parda
AIS 16,2021,19/10/2021,8,Terça,Feminino,38,Alfabetizado,Não Informada
AIS 19,2021,19/10/2021,8,Terça,Feminino,55,Ensino Médio Completo,Não Informada
AIS 14,2021,19/10/2021,9,Terça,Feminino,22,Alfabetizado,Branca
AIS 13,2021,19/10/2021,9,Terça,Feminino,51,Não Alfabetizado,Não Informada
AIS 11,2021,19/10/2021,9,Terça,Feminino,80,Ensino Fundamental Completo,Parda
AIS 14,2021,19/10/2021,9,Terça,Feminino,23,Ensino Médio Completo,Não Informada
AIS 14,2021,19/10/2021,9,Terça,Feminino,41,Ensino Médio Completo,Não Informada
AIS 15,2021,19/10/2021,10,Terça,Feminino,17,Ensino Fundamental Incompleto,Parda
AIS 02,2021,19/10/2021,10,Terça,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 20,2021,19/10/2021,10,Terça,Feminino,Não Informada,Não Infomada,Não Informada
AIS 16,2021,19/10/2021,10,Terça,Feminino,28,Ensino Médio Completo,Não Informada
AIS 17,2021,19/10/2021,10,Terça,Feminino,31,Ensino Médio Incompleto,Não Informada
AIS 11,2021,19/10/2021,12,Terça,Feminino,19,Ensino Fundamental Incompleto,Parda
AIS 19,2021,19/10/2021,12,Terça,Feminino,25,Ensino Médio Completo,Não Informada
AIS 05,2021,19/10/2021,12,Terça,Feminino,26,Ensino Médio Incompleto,Não Informada
AIS 02,2021,19/10/2021,13,Terça,Feminino,21,Não Alfabetizado,Não Informada
AIS 05,2021,19/10/2021,13,Terça,Feminino,48,Alfabetizado,Não Informada
AIS 21,2021,19/10/2021,14,Terça,Feminino,35,Ensino Médio Completo,Não Informada
AIS 23,2021,19/10/2021,15,Terça,Feminino,29,Alfabetizado,Não Informada
AIS 10,2021,19/10/2021,15,Terça,Feminino,31,Superior Completo,Não Informada
AIS 23,2021,19/10/2021,15,Terça,Feminino,45,Ensino Fundamental Completo,Parda
AIS 14,2021,19/10/2021,15,Terça,Feminino,51,Alfabetizado,Não Informada
AIS 06,2021,19/10/2021,16,Terça,Feminino,30,Ensino Fundamental Completo,Não Informada
AIS 06,2021,19/10/2021,16,Terça,Feminino,51,Ensino Fundamental Incompleto,Parda
AIS 06,2021,19/10/2021,16,Terça,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 14,2021,19/10/2021,17,Terça,Feminino,28,Não Infomada,Não Informada
AIS 10,2021,19/10/2021,17,Terça,Feminino,32,Ensino Médio Completo,Parda
AIS 15,2021,19/10/2021,18,Terça,Feminino,51,Não Alfabetizado,Não Informada
AIS 05,2021,19/10/2021,19,Terça,Feminino,47,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,19/10/2021,19,Terça,Feminino,23,Alfabetizado,Parda
AIS 24,2021,19/10/2021,20,Terça,Feminino,23,Ensino Médio Completo,Branca
AIS 05,2021,19/10/2021,20,Terça,Feminino,28,Ensino Médio Completo,Não Informada
AIS 06,2021,19/10/2021,20,Terça,Feminino,20,Ensino Médio Completo,Não Informada
AIS 25,2021,19/10/2021,21,Terça,Feminino,37,Não Infomada,Não Informada
AIS 12,2021,19/10/2021,21,Terça,Feminino,40,Ensino Médio Completo,Não Informada
AIS 04,2021,19/10/2021,21,Terça,Feminino,23,Não Infomada,Não Informada
AIS 04,2021,19/10/2021,21,Terça,Feminino,21,Alfabetizado,Não Informada
AIS 19,2021,19/10/2021,21,Terça,Feminino,69,Não Alfabetizado,Não Informada
AIS 12,2021,19/10/2021,22,Terça,Feminino,21,Superior Incompleto,Não Informada
AIS 05,2021,19/10/2021,23,Terça,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 08,2021,20/10/2021,0,Quarta,Feminino,41,Ensino Fundamental Completo,Não Informada
AIS 05,2021,20/10/2021,0,Quarta,Feminino,34,Ensino Médio Completo,Não Informada
AIS 10,2021,20/10/2021,2,Quarta,Feminino,45,Ensino Fundamental Completo,Não Informada
AIS 03,2021,20/10/2021,3,Quarta,Feminino,44,Ensino Médio Completo,Parda
AIS 07,2021,20/10/2021,4,Quarta,Feminino,66,Ensino Fundamental Completo,Não Informada
AIS 06,2021,20/10/2021,4,Quarta,Feminino,30,Ensino Fundamental Completo,Não Informada
AIS 23,2021,20/10/2021,4,Quarta,Feminino,36,Ensino Médio Completo,Não Informada
AIS 06,2021,20/10/2021,5,Quarta,Feminino,25,Ensino Fundamental Incompleto,Não Informada
AIS 10,2021,20/10/2021,8,Quarta,Feminino,33,Superior Completo,Não Informada
AIS 18,2021,20/10/2021,8,Quarta,Feminino,36,Ensino Fundamental Incompleto,Não Informada
AIS 07,2021,20/10/2021,8,Quarta,Feminino,57,Ensino Médio Completo,Não Informada
AIS 11,2021,20/10/2021,9,Quarta,Feminino,38,Ensino Médio Completo,Não Informada
AIS 20,2021,20/10/2021,9,Quarta,Feminino,42,Ensino Médio Completo,Não Informada
AIS 20,2021,20/10/2021,9,Quarta,Feminino,48,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,20/10/2021,9,Quarta,Feminino,54,Não Alfabetizado,Não Informada
AIS 20,2021,20/10/2021,9,Quarta,Feminino,37,Ensino Médio Incompleto,Não Informada
AIS 12,2021,20/10/2021,9,Quarta,Feminino,51,Ensino Médio Completo,Não Informada
AIS 10,2021,20/10/2021,9,Quarta,Feminino,52,Ensino Médio Completo,Não Informada
AIS 09,2021,20/10/2021,9,Quarta,Feminino,36,Ensino Médio Completo,Não Informada
AIS 11,2021,20/10/2021,10,Quarta,Feminino,Não Informada,Não Infomada,Parda
AIS 14,2021,20/10/2021,10,Quarta,Feminino,14,Ensino Fundamental Incompleto,Não Informada
AIS 16,2021,20/10/2021,10,Quarta,Feminino,26,Alfabetizado,Não Informada
AIS 02,2021,20/10/2021,11,Quarta,Feminino,38,Superior Incompleto,Parda
AIS 12,2021,20/10/2021,11,Quarta,Feminino,26,Ensino Médio Incompleto,Não Informada
AIS 23,2021,20/10/2021,12,Quarta,Feminino,23,Ensino Médio Completo,Parda
AIS 17,2021,20/10/2021,12,Quarta,Feminino,32,Superior Completo,Parda
AIS 17,2021,20/10/2021,12,Quarta,Feminino,59,Não Infomada,Parda
AIS 06,2021,20/10/2021,12,Quarta,Feminino,43,Ensino Médio Completo,Não Informada
AIS 14,2021,20/10/2021,13,Quarta,Feminino,32,Ensino Fundamental Completo,Não Informada
AIS 04,2021,20/10/2021,13,Quarta,Feminino,33,Não Infomada,Não Informada
AIS Não Identificada (Fortaleza),2021,20/10/2021,13,Quarta,Feminino,28,Ensino Médio Completo,Parda
AIS 19,2021,20/10/2021,13,Quarta,Feminino,25,Ensino Fundamental Incompleto,Não Informada
AIS 22,2021,20/10/2021,14,Quarta,Feminino,23,Não Infomada,Não Informada
AIS Não Identificada (Fortaleza),2021,20/10/2021,14,Quarta,Feminino,24,Ensino Médio Completo,Não Informada
AIS 10,2021,20/10/2021,15,Quarta,Feminino,36,Superior Completo,Branca
AIS 10,2021,20/10/2021,15,Quarta,Feminino,52,Ensino Médio Completo,Não Informada
AIS 14,2021,20/10/2021,16,Quarta,Feminino,17,Alfabetizado,Não Informada
AIS 19,2021,20/10/2021,16,Quarta,Feminino,48,Ensino Fundamental Completo,Parda
AIS 19,2021,20/10/2021,17,Quarta,Feminino,Não Informada,Alfabetizado,Não Informada
AIS 05,2021,20/10/2021,17,Quarta,Feminino,22,Ensino Médio Completo,Parda
AIS 14,2021,20/10/2021,17,Quarta,Feminino,56,Alfabetizado,Não Informada
AIS 16,2021,20/10/2021,17,Quarta,Feminino,15,Ensino Fundamental Completo,Não Informada
AIS 04,2021,20/10/2021,17,Quarta,Feminino,59,Ensino Fundamental Incompleto,Não Informada
AIS 02,2021,20/10/2021,17,Quarta,Feminino,24,Alfabetizado,Parda
AIS 03,2021,20/10/2021,18,Quarta,Feminino,45,Alfabetizado,Não Informada
AIS 13,2021,20/10/2021,18,Quarta,Feminino,32,Superior Completo,Branca
AIS 03,2021,20/10/2021,18,Quarta,Feminino,30,Ensino Médio Incompleto,Não Informada
AIS 19,2021,20/10/2021,18,Quarta,Feminino,42,Ensino Médio Completo,Parda
AIS 17,2021,20/10/2021,18,Quarta,Feminino,50,Ensino Médio Completo,Não Informada
AIS 14,2021,20/10/2021,19,Quarta,Feminino,24,Alfabetizado,Parda
AIS 23,2021,20/10/2021,19,Quarta,Feminino,32,Ensino Fundamental Completo,Não Informada
AIS 19,2021,20/10/2021,19,Quarta,Feminino,61,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,20/10/2021,19,Quarta,Feminino,Não Informada,Alfabetizado,Parda
AIS 19,2021,20/10/2021,19,Quarta,Feminino,29,Ensino Médio Completo,Não Informada
AIS 05,2021,20/10/2021,20,Quarta,Feminino,47,Não Infomada,Não Informada
AIS 04,2021,20/10/2021,20,Quarta,Feminino,25,Ensino Médio Completo,Parda
AIS 17,2021,20/10/2021,20,Quarta,Feminino,40,Ensino Médio Completo,Não Informada
AIS 19,2021,20/10/2021,20,Quarta,Feminino,41,Alfabetizado,Não Informada
AIS 11,2021,20/10/2021,20,Quarta,Feminino,22,Ensino Fundamental Completo,Parda
AIS 18,2021,20/10/2021,20,Quarta,Feminino,36,Alfabetizado,Não Informada
AIS 06,2021,20/10/2021,21,Quarta,Feminino,53,Ensino Fundamental Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,20/10/2021,21,Quarta,Feminino,18,Ensino Médio Incompleto,Parda
AIS 05,2021,20/10/2021,21,Quarta,Feminino,48,Ensino Médio Completo,Não Informada
AIS 06,2021,20/10/2021,22,Quarta,Feminino,28,Ensino Fundamental Completo,Não Informada
AIS 19,2021,20/10/2021,22,Quarta,Feminino,39,Ensino Médio Completo,Branca
AIS 17,2021,20/10/2021,22,Quarta,Feminino,41,Não Infomada,Não Informada
AIS 06,2021,20/10/2021,23,Quarta,Feminino,43,Ensino Fundamental Incompleto,Não Informada
AIS 23,2021,21/10/2021,0,Quinta,Feminino,43,Alfabetizado,Parda
AIS 19,2021,21/10/2021,6,Quinta,Feminino,39,Ensino Médio Completo,Parda
AIS 19,2021,21/10/2021,7,Quinta,Feminino,30,Não Alfabetizado,Preta
AIS 06,2021,21/10/2021,9,Quinta,Feminino,63,Superior Completo,Não Informada
AIS 19,2021,21/10/2021,9,Quinta,Feminino,74,Não Alfabetizado,Não Informada
AIS 14,2021,21/10/2021,9,Quinta,Feminino,32,Ensino Médio Completo,Não Informada
AIS 12,2021,21/10/2021,9,Quinta,Feminino,63,Ensino Fundamental Incompleto,Não Informada
AIS 05,2021,21/10/2021,9,Quinta,Feminino,36,Superior Incompleto,Não Informada
AIS 02,2021,21/10/2021,10,Quinta,Feminino,28,Alfabetizado,Não Informada
AIS 17,2021,21/10/2021,10,Quinta,Feminino,33,Ensino Médio Completo,Não Informada
AIS 23,2021,21/10/2021,10,Quinta,Feminino,35,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,21/10/2021,10,Quinta,Feminino,65,Ensino Médio Completo,Não Informada
AIS 17,2021,21/10/2021,10,Quinta,Feminino,33,Superior Incompleto,Branca
AIS 17,2021,21/10/2021,12,Quinta,Feminino,33,Não Infomada,Não Informada
AIS 07,2021,21/10/2021,12,Quinta,Feminino,53,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,21/10/2021,12,Quinta,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,21/10/2021,13,Quinta,Feminino,20,Ensino Fundamental Incompleto,Branca
AIS 21,2021,21/10/2021,13,Quinta,Feminino,26,Ensino Médio Completo,Não Informada
AIS 19,2021,21/10/2021,13,Quinta,Feminino,46,Ensino Médio Completo,Branca
AIS 19,2021,21/10/2021,14,Quinta,Feminino,21,Não Infomada,Não Informada
AIS 19,2021,21/10/2021,14,Quinta,Feminino,30,Superior Incompleto,Não Informada
AIS 25,2021,21/10/2021,14,Quinta,Feminino,40,Ensino Médio Completo,Não Informada
AIS 14,2021,21/10/2021,14,Quinta,Feminino,47,Ensino Médio Incompleto,Não Informada
AIS 01,2021,21/10/2021,14,Quinta,Feminino,44,Superior Incompleto,Não Informada
AIS 23,2021,21/10/2021,15,Quinta,Feminino,35,Ensino Médio Completo,Branca
AIS 17,2021,21/10/2021,15,Quinta,Feminino,43,Alfabetizado,Branca
AIS 19,2021,21/10/2021,17,Quinta,Feminino,17,Ensino Médio Incompleto,Parda
AIS 17,2021,21/10/2021,18,Quinta,Feminino,65,Não Alfabetizado,Parda
AIS 17,2021,21/10/2021,18,Quinta,Feminino,52,Alfabetizado,Não Informada
AIS 18,2021,21/10/2021,18,Quinta,Feminino,23,Ensino Fundamental Completo,Parda
AIS 18,2021,21/10/2021,18,Quinta,Feminino,36,Alfabetizado,Não Informada
AIS 19,2021,21/10/2021,18,Quinta,Feminino,29,Ensino Fundamental Completo,Não Informada
AIS 17,2021,21/10/2021,18,Quinta,Feminino,33,Ensino Médio Completo,Não Informada
AIS 07,2021,21/10/2021,19,Quinta,Feminino,51,Superior Completo,Não Informada
AIS 10,2021,21/10/2021,19,Quinta,Feminino,56,Superior Completo,Não Informada
AIS 11,2021,21/10/2021,20,Quinta,Feminino,35,Ensino Médio Completo,Não Informada
AIS 03,2021,21/10/2021,20,Quinta,Feminino,47,Ensino Fundamental Incompleto,Parda
AIS 24,2021,21/10/2021,21,Quinta,Feminino,45,Alfabetizado,Parda
AIS 19,2021,21/10/2021,21,Quinta,Feminino,48,Alfabetizado,Não Informada
AIS 25,2021,21/10/2021,22,Quinta,Feminino,26,Ensino Médio Incompleto,Parda
AIS 08,2021,21/10/2021,22,Quinta,Feminino,30,Ensino Médio Completo,Não Informada
AIS 12,2021,21/10/2021,22,Quinta,Feminino,33,Alfabetizado,Não Informada
AIS 15,2021,21/10/2021,22,Quinta,Feminino,36,Ensino Fundamental Incompleto,Parda
AIS 02,2021,21/10/2021,23,Quinta,Feminino,29,Ensino Médio Completo,Não Informada
AIS 11,2021,22/10/2021,0,Sexta,Feminino,26,Ensino Médio Completo,Não Informada
AIS 18,2021,22/10/2021,0,Sexta,Feminino,39,Ensino Fundamental Completo,Não Informada
AIS 19,2021,22/10/2021,2,Sexta,Feminino,51,Ensino Médio Completo,Não Informada
AIS 09,2021,22/10/2021,5,Sexta,Feminino,38,Não Infomada,Não Informada
AIS 19,2021,22/10/2021,6,Sexta,Feminino,39,Ensino Fundamental Completo,Parda
AIS 12,2021,22/10/2021,6,Sexta,Feminino,75,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,22/10/2021,8,Sexta,Feminino,Não Informada,Ensino Fundamental Incompleto,Parda
AIS 07,2021,22/10/2021,8,Sexta,Feminino,34,Ensino Médio Completo,Não Informada
AIS 06,2021,22/10/2021,8,Sexta,Feminino,35,Superior Incompleto,Não Informada
AIS 24,2021,22/10/2021,9,Sexta,Feminino,35,Ensino Médio Completo,Não Informada
AIS 16,2021,22/10/2021,9,Sexta,Feminino,22,Superior Incompleto,Não Informada
AIS 16,2021,22/10/2021,10,Sexta,Feminino,14,Ensino Fundamental Incompleto,Não Informada
AIS 20,2021,22/10/2021,10,Sexta,Feminino,21,Ensino Médio Incompleto,Não Informada
AIS 19,2021,22/10/2021,10,Sexta,Feminino,29,Alfabetizado,Parda
AIS 06,2021,22/10/2021,11,Sexta,Feminino,53,Ensino Médio Completo,Não Informada
AIS 06,2021,22/10/2021,11,Sexta,Feminino,33,Ensino Médio Completo,Não Informada
AIS 19,2021,22/10/2021,11,Sexta,Feminino,49,Alfabetizado,Não Informada
AIS 04,2021,22/10/2021,12,Sexta,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,22/10/2021,12,Sexta,Feminino,39,Superior Completo,Não Informada
AIS 14,2021,22/10/2021,12,Sexta,Feminino,48,Alfabetizado,Não Informada
AIS 13,2021,22/10/2021,12,Sexta,Feminino,41,Alfabetizado,Não Informada
AIS 02,2021,22/10/2021,13,Sexta,Feminino,66,Não Infomada,Não Informada
AIS 14,2021,22/10/2021,13,Sexta,Feminino,41,Ensino Fundamental Incompleto,Não Informada
AIS 08,2021,22/10/2021,14,Sexta,Feminino,21,Ensino Médio Incompleto,Parda
AIS 08,2021,22/10/2021,14,Sexta,Feminino,46,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,22/10/2021,15,Sexta,Feminino,5,Não Alfabetizado,Não Informada
AIS 10,2021,22/10/2021,15,Sexta,Feminino,67,Superior Completo,Não Informada
AIS 15,2021,22/10/2021,16,Sexta,Feminino,51,Ensino Fundamental Completo,Não Informada
AIS 14,2021,22/10/2021,16,Sexta,Feminino,56,Alfabetizado,Parda
AIS 19,2021,22/10/2021,16,Sexta,Feminino,80,Alfabetizado,Parda
AIS 20,2021,22/10/2021,17,Sexta,Feminino,38,Alfabetizado,Não Informada
AIS 17,2021,22/10/2021,17,Sexta,Feminino,41,Não Alfabetizado,Não Informada
AIS 12,2021,22/10/2021,18,Sexta,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,22/10/2021,18,Sexta,Feminino,51,Não Alfabetizado,Não Informada
AIS 19,2021,22/10/2021,18,Sexta,Feminino,24,Ensino Fundamental Completo,Não Informada
AIS 19,2021,22/10/2021,18,Sexta,Feminino,24,Ensino Fundamental Completo,Não Informada
AIS 08,2021,22/10/2021,19,Sexta,Feminino,37,Ensino Médio Incompleto,Não Informada
AIS 03,2021,22/10/2021,19,Sexta,Feminino,55,Ensino Médio Incompleto,Não Informada
